quote_id,num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,num_feature_11,num_feature_12,geo_feature_1,geo_feature_2,geo_feature_3,geo_feature_4,geo_feature_5,geo_feature_6,geo_feature_7,geo_feature_8,geo_feature_9,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,market_min,market_median,market_max,own_price,scoring,model_version,converted
Q00817,21,13,0.14,2,4,115.0,4.0,19,19,98.1,8,10.1,-1.0057,-1.3786,0.108,-1.444,-0.9327,1.5527,0.2832,-1.9719,-0.8777,region_H,commercial,tariff_1,domestic,diesel,hydraulic,DOHC,gen_3,F,8791.4,8442.4,6520.65,11319.85,10123.74,6520.65,8791.4,11319.85,9140.32,0.4,3,1
Q00818,20,11,0.289,8,4,267.0,3.9,20,19,83.0,4,12.4,-0.0653,-0.2826,0.5842,0.4771,0.739,-0.1578,1.0442,1.4961,-0.3031,region_C,special,tariff_3,imported,flex,hydraulic,SOHC,gen_3,M,15326.72,14871.86,12397.15,19138.3,13622.72,12397.15,14871.86,19138.3,16595.92,0.2,2,0
Q00819,20,9,0.135,8,2,133.0,5.1,13,14,79.6,4,12.1,0.1196,2.1323,-0.2119,0.1264,-0.6116,-0.7518,0.5136,2.1609,-2.2934,region_F,standard,tariff_5,domestic,flex,manual,SOHC,gen_4,M,8497.51,7529.06,12059.47,12812.84,12232.29,7529.06,12059.47,12812.84,12251.74,0.2,1,0
Q00820,27,6,0.054,9,4,125.0,5.2,16,13,75.4,8,9.9,0.2481,0.4081,-2.0084,0.4969,-0.6527,-0.9842,0.7504,0.1704,-1.1599,region_C,standard,tariff_6,domestic,flex,manual,SOHC,gen_2,M,10725.83,12350.11,12416.06,10382.61,12626.94,10382.61,12350.11,12626.94,11119.16,0.6,3,0
Q00821,22,8,0.065,1,4,180.0,3.7,15,14,88.3,8,13.9,0.9378,-0.3677,0.5904,-1.2645,0.7726,-1.1018,-0.2666,0.6655,0.7824,region_H,commercial,tariff_1,imported,electric,manual,SOHC,gen_2,M,12532.34,9999.98,9859.88,12601.64,17843.95,9859.88,12532.34,17843.95,12465.46,0.6,3,0
Q00822,61,8,0.029,1,4,71.0,2.9,14,14,65.7,4,11.9,0.8321,-0.1569,0.1202,1.7908,0.3873,0.0117,0.603,1.0811,0.3477,region_H,special,tariff_6,domestic,diesel,hydraulic,SOHC,gen_3,F,6954.62,9093.32,6326.38,9006.59,13989.61,6326.38,9006.59,13989.61,8167.43,0.6,2,0
Q00823,50,2,0.0,9,4,108.0,2.6,13,18,71.0,8,11.6,0.195,0.4294,-0.9932,0.7105,-2.5034,0.8479,-0.1484,-1.3247,-1.0742,region_G,commercial,tariff_3,domestic,electric,manual,SOHC,gen_4,F,9161.74,13856.37,12242.02,12704.32,12974.93,9161.74,12704.32,13856.37,13928.09,0.0,2,0
Q00824,69,1,0.13,10,4,220.0,4.7,17,17,86.2,4,8.4,-0.442,1.6958,0.7733,-0.288,-0.1578,1.3066,-0.4415,0.9283,0.5479,region_G,special,tariff_5,domestic,gasoline,electric,DOHC,gen_2,F,19097.09,15235.18,18193.45,12946.98,17661.09,12946.98,17661.09,19097.09,16721.95,0.6,1,0
Q00825,60,4,0.231,7,4,74.0,3.9,18,16,79.2,4,9.7,0.1078,-0.5309,-1.3984,-0.9355,0.1255,-0.4856,1.8971,-0.4264,-0.8782,region_F,standard,tariff_5,imported,flex,manual,SOHC,gen_1,F,9376.42,10562.25,11012.49,13716.32,9221.69,9221.69,10562.25,13716.32,9794.85,0.6,3,0
Q00826,69,7,0.22,1,4,232.0,1.3,17,13,90.8,16,10.7,-0.5962,-0.7576,1.0454,1.0772,-0.3396,-0.0387,-2.3305,2.2907,0.722,region_E,special,tariff_1,imported,diesel,electric,DOHC,gen_1,M,7411.97,9774.94,8567.65,6892.19,6969.62,6892.19,7411.97,9774.94,7432.66,0.4,2,1
Q00827,32,2,0.01,0,4,272.0,1.6,15,18,95.9,4,11.8,-0.1964,-1.3788,-0.0574,-1.1018,0.1604,-0.1042,-1.8733,-0.1883,-0.1156,region_E,commercial,tariff_3,imported,electric,electric,DOHC,gen_3,F,13765.58,11709.07,10773.28,17248.69,14164.49,10773.28,13765.58,17248.69,14780.11,0.2,1,1
Q00828,34,1,0.171,0,4,128.0,5.1,19,15,92.9,4,11.1,2.6182,0.1031,-2.2689,2.2614,-1.8097,-0.6353,0.3827,0.9082,-0.3251,region_A,standard,tariff_1,imported,diesel,electric,SOHC,gen_1,F,12371.04,9630.51,10268.0,21967.75,13845.34,9630.51,12371.04,21967.75,12401.76,0.4,1,0
Q00829,63,13,0.046,7,4,167.0,5.0,18,19,67.4,4,12.6,0.1822,-1.4057,0.1783,-0.6132,-2.831,0.7357,-0.265,-0.1784,-0.0911,region_H,commercial,tariff_3,imported,electric,hydraulic,DOHC,gen_3,M,8247.07,12231.3,9138.75,9952.73,7651.85,7651.85,9138.75,12231.3,8125.92,0.8,1,0
Q00830,32,5,0.282,9,4,232.0,5.3,20,13,63.7,16,9.6,0.4502,-0.4638,-0.4062,1.7205,-0.9755,0.3628,-1.437,2.1967,2.5595,region_H,special,tariff_5,imported,electric,manual,SOHC,gen_4,F,9017.71,14197.38,11831.06,15866.45,14344.47,9017.71,14197.38,15866.45,15025.22,0.2,2,0
Q00831,22,9,0.05,6,4,123.0,2.9,15,15,66.8,4,12.2,-0.7055,-0.9087,-0.5568,-0.1845,0.2822,0.1418,-1.0546,-0.5124,-0.7588,region_E,special,tariff_5,domestic,diesel,electric,SOHC,gen_3,M,5244.77,7216.83,7709.22,7342.92,7413.45,5244.77,7342.92,7709.22,6521.81,0.8,2,1
Q00832,54,8,0.188,2,4,210.0,4.5,14,13,91.3,8,12.9,1.0201,1.0741,-0.7377,1.5807,-3.225,0.3583,-0.9244,1.1651,0.2266,region_G,standard,tariff_5,domestic,flex,hydraulic,SOHC,gen_1,M,12045.91,9741.47,9801.96,15489.95,10696.68,9741.47,10696.68,15489.95,10964.64,0.4,3,1
Q00833,60,11,0.098,8,4,113.0,4.7,16,15,96.6,4,12.6,0.7603,-0.5084,-0.1272,-0.7349,-0.8435,0.6155,0.8923,0.6267,0.7814,region_D,special,tariff_4,domestic,flex,manual,SOHC,gen_3,M,7895.09,9485.4,7164.53,7751.86,7612.51,7164.53,7751.86,9485.4,7969.41,0.2,1,0
Q00834,69,11,0.192,0,4,123.0,2.4,17,20,97.0,4,12.6,0.7674,0.3969,-0.4852,0.0188,-1.9228,0.6054,1.2124,0.4043,-0.9624,region_A,standard,tariff_1,imported,diesel,hydraulic,DOHC,gen_2,F,6879.72,11689.88,11349.23,9563.14,9438.14,6879.72,9563.14,11689.88,8894.15,0.8,1,0
Q00835,67,4,0.124,9,4,108.0,1.7,16,16,71.9,4,13.3,0.2149,-1.6041,-1.8567,0.8047,-0.2426,-0.8385,1.6396,0.229,-1.5943,region_G,commercial,tariff_4,imported,flex,manual,SOHC,gen_1,M,12822.07,10383.93,13591.98,15712.55,15318.88,10383.93,13591.98,15712.55,13417.7,0.6,1,0
Q00836,26,13,0.228,9,4,170.0,5.5,19,16,93.6,4,8.5,1.0342,0.1315,1.2721,0.6621,1.9579,0.8963,-1.589,-0.667,-0.6011,region_E,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_1,F,4655.53,5541.55,4502.03,6534.0,6324.1,4502.03,5541.55,6534.0,4884.8,0.6,2,0
Q00837,59,5,0.069,7,2,236.0,1.1,13,15,81.4,4,12.2,1.2717,-1.2032,-0.2444,1.1008,-0.2172,0.2554,-1.3671,-2.5861,0.7595,region_H,special,tariff_4,imported,gasoline,electric,SOHC,gen_3,M,15349.07,12067.02,18444.21,13191.98,18175.77,12067.02,15349.07,18444.21,14552.19,0.6,3,0
Q00838,63,13,0.272,9,4,138.0,3.7,17,15,92.9,4,13.8,0.2831,-0.4256,-0.7319,-0.4875,-0.1075,-0.4346,-1.4356,1.0744,-0.342,region_B,commercial,tariff_2,domestic,electric,electric,SOHC,gen_3,M,5434.06,5219.86,4703.06,8989.32,5526.66,4703.06,5434.06,8989.32,5589.71,0.2,3,0
Q00839,55,6,0.15,6,2,89.0,3.9,16,18,81.9,4,11.4,-0.1146,2.2112,-1.1284,0.0848,0.8392,0.2342,1.2889,-0.4888,-0.2311,region_D,standard,tariff_5,imported,flex,manual,DOHC,gen_2,M,10478.2,6936.88,7540.65,8065.13,8440.97,6936.88,8065.13,10478.2,7647.36,0.6,3,0
Q00840,61,1,0.227,5,4,96.0,4.1,14,20,65.8,4,9.3,0.8946,0.9322,0.7707,1.2484,0.0213,0.3445,0.4172,1.1696,0.9108,region_F,commercial,tariff_4,imported,electric,hydraulic,SOHC,gen_4,F,11926.84,12130.22,10833.82,14539.59,14281.81,10833.82,12130.22,14539.59,10813.26,1.0,1,0
Q00841,62,12,0.255,3,4,174.0,2.2,18,18,63.2,8,14.0,-0.9041,-0.1284,-1.2984,-0.7053,-0.215,1.0818,0.0802,0.3517,-0.8063,region_B,special,tariff_3,domestic,gasoline,hydraulic,DOHC,gen_3,M,6087.93,6459.6,6560.76,9228.86,5811.26,5811.26,6459.6,9228.86,6729.76,0.2,3,0
Q00842,42,0,0.3,10,4,310.0,4.2,19,18,98.3,8,9.0,-0.718,3.1989,0.134,0.5725,0.9266,-1.0462,0.2296,1.2003,-0.0888,region_H,special,tariff_1,domestic,electric,hydraulic,SOHC,gen_4,M,13984.27,17568.91,17791.98,20310.77,18425.11,13984.27,17791.98,20310.77,18827.03,0.2,3,1
Q00843,22,12,0.067,7,4,174.0,2.0,17,16,77.0,4,10.0,-0.0533,-0.9152,-0.5836,-0.2192,0.4719,1.325,-0.0568,0.8019,-1.5138,region_E,standard,tariff_1,domestic,electric,hydraulic,SOHC,gen_1,M,5745.47,5581.99,6471.56,12520.63,7739.18,5581.99,6471.56,12520.63,7035.34,0.4,1,0
Q00844,43,0,0.086,2,4,127.0,4.7,13,13,74.0,4,9.0,-1.7414,1.1652,-0.5254,0.2059,0.2886,0.0232,-1.1211,-2.4647,0.3207,region_B,commercial,tariff_3,imported,flex,electric,SOHC,gen_2,F,8544.44,10746.72,11984.05,15293.06,11884.28,8544.44,11884.28,15293.06,12955.42,0.2,3,0
Q00845,30,3,0.075,10,4,202.0,2.0,13,18,74.3,4,10.8,0.8276,-1.5327,-1.1036,0.0846,-0.1388,-0.5062,0.5132,0.6149,0.2295,region_F,standard,tariff_4,imported,diesel,electric,SOHC,gen_1,F,11417.69,13991.4,14967.98,19379.35,19009.87,11417.69,14967.98,19379.35,14954.75,0.6,3,0
Q00846,25,9,0.079,0,4,135.0,4.1,16,19,75.2,4,10.5,-0.9629,-0.2439,-0.6203,-0.7883,-0.3461,-0.5368,-0.1861,-0.3437,0.7955,region_H,commercial,tariff_6,imported,electric,manual,SOHC,gen_2,F,9259.14,10305.84,10324.01,13436.55,10878.05,9259.14,10324.01,13436.55,10094.47,0.8,3,0
Q00847,26,15,0.175,6,4,128.0,4.5,18,17,97.8,4,10.9,-0.4715,-1.3478,0.0088,-0.2607,0.9172,-1.0014,-1.2003,1.165,-1.1453,region_C,commercial,tariff_5,imported,diesel,electric,DOHC,gen_4,M,5917.23,5523.39,7280.42,9310.58,7157.87,5523.39,7157.87,9310.58,7305.38,0.2,2,0
Q00848,55,6,0.298,2,4,101.0,1.9,15,13,62.5,4,13.6,-0.2133,0.2573,0.2353,0.1449,-0.3365,-1.7409,0.5743,0.5912,-0.1919,region_E,special,tariff_3,domestic,electric,electric,DOHC,gen_2,F,4371.62,5628.47,4132.24,6679.83,4786.92,4132.24,4786.92,6679.83,5123.16,0.4,1,0
Q00849,45,1,0.297,7,4,261.0,2.1,15,18,64.8,4,10.9,0.0393,0.056,-0.7856,-0.1027,1.2313,0.6774,-0.4258,0.603,-1.2785,region_F,standard,tariff_2,imported,gasoline,hydraulic,DOHC,gen_2,M,14311.74,15733.77,17480.52,20913.9,17586.23,14311.74,17480.52,20913.9,17377.03,0.6,3,1
Q00850,47,3,0.158,4,4,54.0,4.5,19,20,91.6,4,11.1,-0.3437,-0.3077,-0.0909,1.5727,-1.0471,1.9809,0.2275,-0.2722,-0.2461,region_B,special,tariff_2,imported,gasoline,hydraulic,DOHC,gen_1,F,5844.91,6804.97,6491.77,7370.58,9000.52,5844.91,6804.97,9000.52,7613.67,0.2,2,0
Q00851,58,14,0.192,4,4,204.0,1.4,13,14,82.0,16,13.3,-0.0674,1.0921,0.8885,1.01,1.4338,-1.6176,-0.125,-0.9126,1.4818,region_E,special,tariff_1,imported,gasoline,manual,DOHC,gen_2,F,5061.85,4271.25,4898.72,7229.63,7471.48,4271.25,5061.85,7471.48,5228.91,0.4,3,1
Q00852,47,11,0.258,7,4,123.0,1.9,13,14,65.1,4,12.9,-0.0596,-0.5671,-1.6626,0.29,0.472,-0.9504,0.8914,-0.4329,-0.3208,region_E,commercial,tariff_1,imported,flex,electric,SOHC,gen_1,M,5998.58,5614.7,4478.25,5512.96,5067.11,4478.25,5512.96,5998.58,5259.06,0.6,1,0
Q00853,52,1,0.28,8,4,126.0,3.0,14,18,61.4,4,9.4,-0.447,0.3269,-0.0063,-0.7631,-0.9685,0.7516,0.2202,-1.7999,-1.3659,region_C,commercial,tariff_6,imported,electric,electric,SOHC,gen_1,M,11592.4,11092.36,10550.13,10067.04,11840.47,10067.04,11092.36,11840.47,11874.26,0.0,2,0
Q00854,24,6,0.061,4,4,292.0,5.2,20,15,69.0,4,8.1,-0.7732,0.8206,-0.9508,-0.824,0.509,-0.0456,-0.8837,-0.5903,-0.6799,region_C,commercial,tariff_1,imported,electric,electric,SOHC,gen_1,F,20855.07,16880.85,15047.0,24116.28,16205.37,15047.0,16880.85,24116.28,15465.96,0.8,3,0
Q00855,63,4,0.159,10,4,112.0,3.5,16,18,70.4,8,11.8,1.0815,-1.4832,-1.0527,1.9738,-0.6503,0.8344,0.322,-1.4642,-1.611,region_F,standard,tariff_6,imported,diesel,electric,DOHC,gen_3,F,9611.93,8451.29,15732.2,12931.98,11812.98,8451.29,11812.98,15732.2,13048.49,0.2,2,0
Q00856,42,2,0.25,5,4,113.0,2.7,14,18,60.6,4,13.1,-2.1044,-0.7484,0.261,-1.0099,0.0334,-0.1017,0.3547,-1.4377,-1.2958,region_G,special,tariff_4,imported,flex,manual,DOHC,gen_3,F,10512.43,8303.74,14655.4,12889.32,11817.54,8303.74,11817.54,14655.4,11364.74,0.6,2,0
Q00857,27,13,0.091,1,4,141.0,5.4,15,15,68.6,4,11.3,-0.2057,0.0539,-0.5453,0.1139,-0.4866,-0.5806,0.5113,0.1165,0.671,region_D,commercial,tariff_4,imported,electric,hydraulic,SOHC,gen_3,F,6636.34,7540.26,4796.86,8534.86,10572.14,4796.86,7540.26,10572.14,7875.13,0.4,3,0
Q00858,61,9,0.132,0,2,175.0,3.1,20,13,89.5,8,9.3,-0.4689,0.6302,-1.2168,0.3609,-0.1329,-0.2258,1.0359,0.534,-1.4463,region_B,standard,tariff_6,domestic,diesel,electric,SOHC,gen_1,M,6796.23,10955.82,9045.95,9073.79,13887.34,6796.23,9073.79,13887.34,9346.67,0.4,3,0
Q00859,57,2,0.296,2,4,124.0,3.0,18,17,94.2,4,12.4,0.4188,1.4212,1.3243,-0.3113,0.9414,-2.3821,-0.616,-0.0318,0.3123,region_G,commercial,tariff_5,imported,diesel,hydraulic,DOHC,gen_4,F,13510.19,11485.26,12015.67,10482.31,9719.89,9719.89,11485.26,13510.19,10371.3,0.8,2,1
Q00860,22,10,0.296,7,4,79.0,2.9,14,16,95.9,4,12.0,-1.4543,-0.2159,0.9201,-1.0022,0.5185,-1.1435,0.6679,-0.4988,0.0257,region_B,special,tariff_1,domestic,gasoline,hydraulic,DOHC,gen_3,M,4058.0,5426.22,4938.87,7607.32,6439.62,4058.0,5426.22,7607.32,5714.83,0.4,1,0
Q00861,29,6,0.272,5,4,105.0,2.4,14,19,75.6,4,11.4,-0.4998,-0.3165,-1.9323,-0.7849,-1.1254,0.9483,-1.7248,-0.9474,-0.5315,region_A,special,tariff_6,imported,gasoline,manual,SOHC,gen_3,M,5054.99,7276.29,9837.66,12880.29,10237.0,5054.99,9837.66,12880.29,9393.36,0.6,2,1
Q00862,20,0,0.24,3,4,248.0,2.5,13,15,72.8,8,13.2,-0.1024,-0.8726,-1.4744,-0.5465,-1.0681,1.1919,-0.12,-0.3172,0.2273,region_C,standard,tariff_2,imported,diesel,manual,SOHC,gen_4,M,13060.46,13829.47,22017.65,20514.85,17183.79,13060.46,17183.79,22017.65,16693.77,0.6,2,0
Q00863,33,7,0.081,5,2,153.0,4.1,19,14,100.0,16,12.7,1.0701,0.33,0.5935,-0.7095,0.2708,1.4062,-0.2747,-0.8222,-0.9377,region_G,special,tariff_4,domestic,diesel,manual,DOHC,gen_2,F,6765.33,11611.73,8359.94,12135.94,9923.72,6765.33,9923.72,12135.94,8962.77,0.6,3,0
Q00864,25,2,0.096,9,4,178.0,1.2,14,19,90.8,8,12.0,0.3322,-0.2971,-0.2849,1.3277,0.3432,0.4409,1.4478,-0.0628,0.8408,region_G,special,tariff_4,domestic,flex,hydraulic,DOHC,gen_3,M,10599.95,16234.2,14199.95,12766.13,16247.76,10599.95,14199.95,16247.76,15256.71,0.4,2,1
Q00865,56,3,0.164,6,4,134.0,4.1,15,18,81.5,4,12.0,-1.1835,-0.274,1.5006,-0.0091,-0.6744,-2.2561,-0.1563,-1.5215,-0.6983,region_C,standard,tariff_2,imported,diesel,hydraulic,SOHC,gen_1,F,9178.51,12653.69,16788.82,17014.45,19284.54,9178.51,16788.82,19284.54,18240.47,0.2,2,0
Q00866,46,14,0.168,0,4,114.0,1.9,15,17,70.2,4,12.0,-0.4875,-0.0939,0.6163,-0.5238,1.5913,-0.635,0.608,0.7013,-0.3864,region_E,commercial,tariff_4,domestic,diesel,electric,SOHC,gen_2,F,4081.51,6276.08,3576.53,4942.13,5232.27,3576.53,4942.13,6276.08,4508.33,0.6,1,0
Q00867,69,11,0.152,0,4,290.0,2.7,17,20,72.9,4,11.2,0.8861,0.5516,0.2995,0.107,0.8135,1.3247,-1.7618,-0.567,-0.5054,region_H,special,tariff_4,imported,gasoline,manual,DOHC,gen_2,F,7210.9,10491.73,11255.46,11738.51,11124.17,7210.9,11124.17,11738.51,11958.78,0.0,1,0
Q00868,58,2,0.191,5,4,138.0,1.7,17,19,80.6,8,10.8,-1.2008,-0.5637,-1.0219,0.668,-0.6256,1.6231,-0.3518,0.3763,0.6895,region_F,standard,tariff_6,imported,electric,manual,DOHC,gen_1,M,14716.9,13942.2,12062.33,16419.23,14178.37,12062.33,14178.37,16419.23,15532.69,0.2,2,1
Q00869,51,13,0.122,4,4,124.0,3.5,19,19,81.7,16,12.3,-0.0786,-0.7722,0.4914,-0.3446,-0.7223,1.3626,-0.8464,0.8872,0.5444,region_G,commercial,tariff_6,imported,diesel,manual,SOHC,gen_3,M,4828.27,5676.1,9011.86,8770.94,6774.71,4828.27,6774.71,9011.86,6119.94,0.6,2,0
Q00870,45,9,0.225,9,4,230.0,4.3,15,19,60.5,8,11.7,-0.0091,0.4317,-1.2758,0.902,-0.2278,-0.2363,2.4755,0.3279,-2.6217,region_A,commercial,tariff_3,imported,gasoline,manual,DOHC,gen_1,M,9208.26,11133.88,12866.07,9868.09,11620.0,9208.26,11133.88,12866.07,12463.07,0.2,3,1
Q00871,22,13,0.1,6,4,111.0,2.6,16,16,98.4,4,10.9,-0.3858,-3.0257,1.3052,-1.2711,-0.3319,-1.3066,-0.6668,0.7991,0.2542,region_B,standard,tariff_5,domestic,gasoline,manual,DOHC,gen_4,F,5224.93,8208.62,6284.47,5946.01,7699.1,5224.93,6284.47,8208.62,5537.2,0.8,3,0
Q00872,23,11,0.099,8,4,117.0,1.7,16,13,83.0,8,8.8,2.6958,-0.6037,0.4221,1.1713,1.2562,-0.0406,0.0733,-2.0666,-1.7446,region_A,standard,tariff_5,domestic,electric,hydraulic,SOHC,gen_1,F,8683.78,7059.19,8295.93,10945.54,8121.59,7059.19,8295.93,10945.54,8977.67,0.2,2,0
Q00873,51,5,0.038,6,4,149.0,2.0,13,17,83.6,8,12.2,-0.4127,-1.1513,-0.8248,-0.009,0.9845,0.0148,0.1266,-0.4929,-0.3413,region_H,commercial,tariff_1,domestic,flex,electric,SOHC,gen_1,F,11600.23,14414.58,8805.48,13318.89,7448.69,7448.69,11600.23,14414.58,11762.51,0.4,3,0
Q00874,20,8,0.057,3,4,148.0,4.7,18,19,68.5,8,11.9,0.4498,1.2033,0.8047,-0.048,0.0351,1.5656,-1.5895,1.1031,-0.1082,region_C,standard,tariff_5,imported,gasoline,electric,SOHC,gen_2,M,12560.68,14957.76,14442.11,15305.94,13106.04,12560.68,14442.11,15305.94,16027.1,0.0,2,0
Q00875,22,8,0.255,7,4,165.0,2.2,17,20,90.6,8,10.1,-0.7663,-0.4409,2.2415,-0.693,0.6779,0.2278,-0.526,0.5092,-0.3521,region_D,standard,tariff_6,imported,gasoline,electric,DOHC,gen_2,M,7662.88,8217.04,8456.65,11556.93,9184.07,7662.88,8456.65,11556.93,8128.06,0.8,2,0
Q00876,31,11,0.134,6,4,343.0,4.5,16,18,89.5,4,10.1,0.5277,-0.5607,-0.2176,-1.2279,0.823,0.0167,0.4048,1.8485,0.5008,region_E,standard,tariff_1,imported,gasoline,manual,DOHC,gen_3,M,6767.11,9103.75,7902.54,12228.23,7900.36,6767.11,7902.54,12228.23,7638.62,0.8,2,0
Q00877,65,3,0.068,7,4,170.0,2.5,20,17,63.8,4,9.5,0.8708,-0.0486,0.5504,-1.6667,0.0583,0.0735,0.0857,1.7044,0.7201,region_E,standard,tariff_5,imported,diesel,manual,SOHC,gen_3,M,8760.2,12294.58,10674.71,9636.81,8719.33,8719.33,9636.81,12294.58,10424.05,0.4,2,0
Q00878,43,5,0.228,2,4,57.0,1.8,14,17,83.8,4,13.8,-0.588,-0.5954,-0.4318,-0.7628,0.4026,0.3999,-2.3004,0.2996,-0.7735,region_A,commercial,tariff_1,domestic,flex,electric,SOHC,gen_3,M,7599.64,7487.53,7210.12,9062.94,8341.06,7210.12,7599.64,9062.94,7983.91,0.4,2,1
Q00879,56,3,0.166,7,4,169.0,4.3,20,13,86.3,4,13.2,-0.0547,-0.4026,0.0854,0.5877,0.5942,0.6264,-0.567,-0.252,-0.8098,region_H,standard,tariff_3,domestic,diesel,electric,DOHC,gen_3,F,13035.03,14726.46,14833.58,17348.02,12832.82,12832.82,14726.46,17348.02,15081.73,0.2,3,1
Q00880,40,4,0.006,3,2,151.0,3.1,18,13,93.4,8,11.4,-0.8953,0.0971,-1.5072,-0.9613,0.4876,-0.7245,1.0208,-0.9584,-0.036,region_D,commercial,tariff_5,domestic,gasoline,manual,DOHC,gen_4,M,11739.39,9157.94,13608.72,13623.07,16099.75,9157.94,13608.72,16099.75,14080.29,0.2,2,0
Q00881,28,2,0.095,8,4,151.0,1.1,14,13,68.2,16,10.4,-1.1444,-0.422,-0.0005,-1.5484,-0.7788,-1.0576,0.5882,-0.4758,-1.5437,region_H,special,tariff_6,domestic,gasoline,hydraulic,DOHC,gen_3,M,12422.13,15089.43,13617.51,20084.69,17380.39,12422.13,15089.43,20084.69,15750.85,0.4,1,0
Q00882,38,0,0.053,8,4,164.0,5.3,18,20,95.1,8,12.4,1.0368,-0.4292,0.0436,-0.9091,-0.6777,1.3706,1.218,-0.4082,-0.477,region_G,commercial,tariff_5,imported,flex,hydraulic,SOHC,gen_1,M,13371.81,16805.27,15683.89,13724.89,15756.73,13371.81,15683.89,16805.27,13981.91,0.6,2,1
Q00883,24,15,0.197,6,2,147.0,1.7,19,19,78.5,4,11.2,-0.554,-1.0102,1.799,-0.3848,-0.2886,-1.641,-0.9856,-0.5932,1.3481,region_F,special,tariff_5,imported,electric,electric,SOHC,gen_2,F,7837.06,6522.56,6553.84,8624.51,8146.77,6522.56,7837.06,8624.51,7118.15,0.6,3,0
Q00884,59,1,0.083,10,4,145.0,2.6,15,15,63.9,4,13.9,-2.4136,-1.1538,-1.795,-0.3455,-0.7067,1.6377,1.2809,-0.9183,-1.5063,region_F,standard,tariff_2,imported,diesel,hydraulic,SOHC,gen_3,M,19831.77,13148.75,14750.17,13926.5,17292.71,13148.75,14750.17,19831.77,13621.81,0.8,1,0
Q00885,29,14,0.019,5,4,190.0,2.7,15,16,64.2,4,8.3,1.7654,0.0606,-0.2809,-0.1289,-1.4731,-1.9107,-0.0444,0.4016,-0.3401,region_H,special,tariff_5,imported,electric,electric,SOHC,gen_2,F,8209.69,10876.53,11486.59,10339.6,10268.78,8209.69,10339.6,11486.59,9537.55,0.8,3,0
Q00886,39,0,0.016,0,4,119.0,3.2,19,16,67.9,8,8.2,-0.8021,0.3066,1.2881,1.0326,0.676,-0.5845,1.5922,1.6966,-0.5923,region_C,standard,tariff_4,domestic,gasoline,electric,DOHC,gen_4,F,12101.51,13920.45,12112.73,17297.7,11585.87,11585.87,12112.73,17297.7,13109.58,0.4,3,0
Q00887,69,12,0.175,6,2,102.0,4.5,14,14,71.3,8,11.4,-0.2464,-1.4282,-0.2418,1.2493,0.3464,0.9719,0.0033,0.9333,2.0053,region_C,standard,tariff_6,domestic,flex,electric,SOHC,gen_2,M,6248.17,9400.25,6553.52,10813.64,11734.31,6248.17,9400.25,11734.31,9162.26,0.6,2,0
Q00888,50,5,0.007,8,4,497.0,1.0,13,16,79.9,16,9.2,1.6409,0.7599,-0.1713,2.0055,-1.3394,0.0003,-2.0475,-0.3224,-0.5379,region_F,special,tariff_4,imported,flex,electric,DOHC,gen_2,F,21710.3,24350.18,19038.08,27091.17,28292.04,19038.08,24350.18,28292.04,24288.37,0.6,2,0
Q00889,43,8,0.255,1,4,111.0,5.2,18,15,90.0,4,11.6,-0.1417,0.764,-0.8333,-1.6249,-0.2409,-1.3165,0.8493,1.014,-0.4798,region_B,commercial,tariff_1,domestic,gasoline,manual,SOHC,gen_2,M,3994.33,6725.19,6629.12,7236.1,6617.14,3994.33,6629.12,7236.1,5975.85,0.8,1,1
Q00890,47,4,0.047,1,4,154.0,3.9,20,18,67.5,4,12.7,-0.1633,0.9747,-0.9326,-0.8559,-0.1843,0.4264,-0.4435,0.3467,-1.0308,region_G,special,tariff_4,imported,flex,hydraulic,DOHC,gen_3,F,10948.52,12375.8,15911.53,11682.77,9765.61,9765.61,11682.77,15911.53,12721.86,0.2,1,0
Q00891,59,7,0.182,3,4,82.0,5.3,17,19,99.7,8,8.8,-1.2282,0.2999,-1.8259,0.6985,0.1819,0.067,-0.3762,-0.0407,0.0093,region_A,special,tariff_5,domestic,flex,electric,DOHC,gen_3,F,8259.04,8451.83,8570.74,7796.69,8386.43,7796.69,8386.43,8570.74,7400.72,1.0,2,0
Q00892,32,7,0.133,9,4,155.0,4.7,14,13,66.5,4,10.6,-1.6348,0.6371,-0.6292,-0.454,-1.0819,-0.216,-1.4531,-0.1031,0.2702,region_H,commercial,tariff_5,domestic,flex,manual,SOHC,gen_2,M,8655.0,12507.09,7085.7,13848.22,10520.48,7085.7,10520.48,13848.22,9468.34,0.6,3,0
Q00893,52,8,0.133,5,4,102.0,5.2,17,16,84.0,16,12.1,-0.1664,2.185,-0.9894,0.8608,-1.354,-0.6239,1.6222,-0.1999,-0.8858,region_C,standard,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_1,M,8312.87,10066.37,9954.5,12965.87,9772.73,8312.87,9954.5,12965.87,10700.15,0.2,3,0
